anno	geneIDs	geneNames
6056	FAM26D|221301	221301	FAM26D
6057	FAM26E|254228	254228	FAM26E
6058	FAM26F|441168	441168	FAM26F
6059	FAM27A|548321	548321	FAM27A
6060	FAM27B|100133121	100133121	FAM27B
6061	FAM27C|100132948	100132948	FAM27C
6062	FAM27L|284123	284123	FAM27L
6063	FAM32A|26017	26017	FAM32A
6064	FAM35A|54537	54537	FAM35A
6065	FAM35B2|439965	439965	FAM35B2
6066	FAM35B|414241	414241	FAM35B
6067	FAM36A|116228	116228	FAM36A
6068	FAM38A|9780	9780	FAM38A
6069	FAM38B|63895	63895	FAM38B
6070	FAM3A|60343	60343	FAM3A
6071	FAM3B|54097	54097	FAM3B
6072	FAM3C|10447	10447	FAM3C
6073	FAM3D|131177	131177	FAM3D
6074	FAM40A|85369	85369	FAM40A
6075	FAM40B|57464	57464	FAM40B
6076	FAM41AY1|340618	340618	FAM41AY1
6077	FAM41C|284593	284593	FAM41C
6078	FAM43A|131583	131583	FAM43A
6079	FAM43B|163933	163933	FAM43B
6080	FAM45A|404636	404636	FAM45A
6081	FAM45B|55855	55855	FAM45B
6082	FAM46A|55603	55603	FAM46A
6083	FAM46B|115572	115572	FAM46B
6084	FAM46C|54855	54855	FAM46C
6085	FAM46D|169966	169966	FAM46D
6086	FAM47A|158724	158724	FAM47A
6087	FAM47B|170062	170062	FAM47B
6088	FAM47C|442444	442444	FAM47C
6089	FAM47E|100129583	100129583	FAM47E
6090	FAM48A|55578	55578	FAM48A
6091	FAM48B1|100130302	100130302	FAM48B1
6092	FAM48B2|170067	170067	FAM48B2
6093	FAM49A|81553	81553	FAM49A
6094	FAM49B|51571	51571	FAM49B
6095	FAM50A|9130	9130	FAM50A
6096	FAM50B|26240	26240	FAM50B
6097	FAM53A|152877	152877	FAM53A
6098	FAM53B|9679	9679	FAM53B
6099	FAM53C|51307	51307	FAM53C
6100	FAM54A|113115	113115	FAM54A
6101	FAM54B|56181	56181	FAM54B
6102	FAM55A|120400	120400	FAM55A
6103	FAM55B|120406	120406	FAM55B
6104	FAM55C|91775	91775	FAM55C
6105	FAM55D|54827	54827	FAM55D
6106	FAM57A|79850	79850	FAM57A
6107	FAM57B|83723	83723	FAM57B
6108	FAM58A|92002	92002	FAM58A
6109	FAM58B|339521	339521	FAM58B
6110	FAM59A|64762	64762	FAM59A
6111	FAM5B|57795	57795	FAM5B
6112	FAM5C|339479	339479	FAM5C
6113	FAM60A|58516	58516	FAM60A
6114	FAM63A|55793	55793	FAM63A
6115	FAM63B|54629	54629	FAM63B
6116	FAM64A|54478	54478	FAM64A
6117	FAM65A|79567	79567	FAM65A
6118	FAM65B|9750	9750	FAM65B
6119	FAM65C|140876	140876	FAM65C
6120	FAM66A|100133172	100133172	FAM66A
6121	FAM66C|440078	440078	FAM66C
6122	FAM66D|100132923	100132923	FAM66D
6123	FAM66E|100132103	100132103	FAM66E
6124	FAM69A|388650	388650	FAM69A
6125	FAM69B|138311	138311	FAM69B
6126	FAM69C|125704	125704	FAM69C
6127	FAM70A|55026	55026	FAM70A
6128	FAM70B|348013	348013	FAM70B
6129	FAM71A|149647	149647	FAM71A
6130	FAM71B|153745	153745	FAM71B
6131	FAM71C|196472	196472	FAM71C
6132	FAM71D|161142	161142	FAM71D
6133	FAM71E1|112703	112703	FAM71E1
6134	FAM71E2|284418	284418	FAM71E2
6135	FAM71F1|84691	84691	FAM71F1
6136	FAM71F2|346653	346653	FAM71F2
6137	FAM72A|729533	729533	FAM72A
6138	FAM72B|653820	653820	FAM72B
6139	FAM72D|728833	728833	FAM72D
6140	FAM73A|374986	374986	FAM73A
6141	FAM73B|84895	84895	FAM73B
6142	FAM74A1|401507	401507	FAM74A1
6143	FAM74A3|728495	728495	FAM74A3
6144	FAM74A4|401508	401508	FAM74A4
6145	FAM75A2|642265	642265	FAM75A2
6146	FAM75A3|727830	727830	FAM75A3
6147	FAM75A5|727905	727905	FAM75A5
6148	FAM75A6|389730	389730	FAM75A6
6149	FAM75C1|441452	441452	FAM75C1
6150	FAM76A|199870	199870	FAM76A
6151	FAM76B|143684	143684	FAM76B
6152	FAM78A|286336	286336	FAM78A
6153	FAM78B|149297	149297	FAM78B
6154	FAM7A2|100288380	100288380	FAM7A2
6155	FAM7A3|89837	89837	FAM7A3
6156	FAM81A|145773	145773	FAM81A
6157	FAM81B|153643	153643	FAM81B
6158	FAM82A1|151393	151393	FAM82A1
6159	FAM82A2|55177	55177	FAM82A2
6160	FAM82B|51115	51115	FAM82B
6161	FAM83A|84985	84985	FAM83A
6162	FAM83B|222584	222584	FAM83B
6163	FAM83C|128876	128876	FAM83C
6164	FAM83D|81610	81610	FAM83D
6165	FAM83E|54854	54854	FAM83E
6166	FAM83F|113828	113828	FAM83F
6167	FAM83G|644815	644815	FAM83G
6168	FAM83H|286077	286077	FAM83H
6169	FAM84A|151354	151354	FAM84A
6170	FAM84B|157638	157638	FAM84B
6171	FAM86A|196483	196483	FAM86A
6172	FAM86B1|85002	85002	FAM86B1
6173	FAM86B2|653333	653333	FAM86B2
6174	FAM86C|55199	55199	FAM86C
6175	FAM86D|692099	692099	FAM86D
6176	FAM89A|375061	375061	FAM89A
6177	FAM89B|23625	23625	FAM89B
6178	FAM8A1|51439	51439	FAM8A1
6179	FAM90A1|55138	55138	FAM90A1
6180	FAM90A7|441317	441317	FAM90A7
6181	FAM91A1|157769	157769	FAM91A1
6182	FAM92A1|137392	137392	FAM92A1
6183	FAM92A3|403315	403315	FAM92A3
6184	FAM92B|339145	339145	FAM92B
6185	FAM95B1|100133036	100133036	FAM95B1
6186	FAM96A|84191	84191	FAM96A
6187	FAM96B|51647	51647	FAM96B
6188	FAM98A|25940	25940	FAM98A
6189	FAM98B|283742	283742	FAM98B
6190	FAM98C|147965	147965	FAM98C
6191	FAM99A|387742	387742	FAM99A
6192	FAM99B|100132464	100132464	FAM99B
6193	FAM9A|171482	171482	FAM9A
6194	FAM9B|171483	171483	FAM9B
6195	FAM9C|171484	171484	FAM9C
6196	FANCA|2175	2175	FANCA
6197	FANCB|2187	2187	FANCB
6198	FANCC|2176	2176	FANCC
6199	FANCD2|2177	2177	FANCD2
6200	FANCE|2178	2178	FANCE
6201	FANCF|2188	2188	FANCF
6202	FANCG|2189	2189	FANCG
6203	FANCI|55215	55215	FANCI
6204	FANCL|55120	55120	FANCL
6205	FANCM|57697	57697	FANCM
6206	FANK1|92565	92565	FANK1
6207	FAP|2191	2191	FAP
6208	FAR1|84188	84188	FAR1
6209	FAR2|55711	55711	FAR2
6210	FARP1|10160	10160	FARP1
6211	FARP2|9855	9855	FARP2
6212	FARS2|10667	10667	FARS2
6213	FARSA|2193	2193	FARSA
6214	FARSB|10056	10056	FARSB
6215	FASLG|356	356	FASLG
6216	FASN|2194	2194	FASN
6217	FASTKD1|79675	79675	FASTKD1
6218	FASTKD2|22868	22868	FASTKD2
6219	FASTKD3|79072	79072	FASTKD3
6220	FASTKD5|60493	60493	FASTKD5
6221	FASTK|10922	10922	FASTK
6222	FAS|355	355	FAS
6223	FAT1|2195	2195	FAT1
6224	FAT2|2196	2196	FAT2
6225	FAT3|120114	120114	FAT3
6226	FAT4|79633	79633	FAT4
6227	FATE1|89885	89885	FATE1
6228	FAU|2197	2197	FAU
6229	FBF1|85302	85302	FBF1
6230	FBLIM1|54751	54751	FBLIM1
6231	FBLL1|345630	345630	FBLL1
6232	FBLN1|2192	2192	FBLN1
6233	FBLN2|2199	2199	FBLN2
6234	FBLN5|10516	10516	FBLN5
6235	FBLN7|129804	129804	FBLN7
6236	FBL|2091	2091	FBL
6237	FBN1|2200	2200	FBN1
6238	FBN2|2201	2201	FBN2
6239	FBN3|84467	84467	FBN3
6240	FBP1|2203	2203	FBP1
6241	FBP2|8789	8789	FBP2
6242	FBRSL1|57666	57666	FBRSL1
6243	FBRS|64319	64319	FBRS
6244	FBXL12|54850	54850	FBXL12
6245	FBXL13|222235	222235	FBXL13
6246	FBXL14|144699	144699	FBXL14
6247	FBXL15|79176	79176	FBXL15
6248	FBXL16|146330	146330	FBXL16
6249	FBXL17|64839	64839	FBXL17
6250	FBXL18|80028	80028	FBXL18
6251	FBXL19|54620	54620	FBXL19
6252	FBXL20|84961	84961	FBXL20
6253	FBXL21|26223	26223	FBXL21
6254	FBXL22|283807	283807	FBXL22
6255	FBXL2|25827	25827	FBXL2
6256	FBXL3|26224	26224	FBXL3
6257	FBXL4|26235	26235	FBXL4
6258	FBXL5|26234	26234	FBXL5
6259	FBXL6|26233	26233	FBXL6
6260	FBXL7|23194	23194	FBXL7
6261	FBXL8|55336	55336	FBXL8
6262	FBXO10|26267	26267	FBXO10
6263	FBXO11|80204	80204	FBXO11
6264	FBXO15|201456	201456	FBXO15
6265	FBXO16|157574	157574	FBXO16
6266	FBXO17|115290	115290	FBXO17
6267	FBXO18|84893	84893	FBXO18
6268	FBXO21|23014	23014	FBXO21
6269	FBXO22OS|692224	692224	FBXO22OS
6270	FBXO22|26263	26263	FBXO22
6271	FBXO24|26261	26261	FBXO24
6272	FBXO25|26260	26260	FBXO25
6273	FBXO27|126433	126433	FBXO27
6274	FBXO28|23219	23219	FBXO28
6275	FBXO2|26232	26232	FBXO2
6276	FBXO30|84085	84085	FBXO30
6277	FBXO31|79791	79791	FBXO31
6278	FBXO32|114907	114907	FBXO32
6279	FBXO33|254170	254170	FBXO33
6280	FBXO34|55030	55030	FBXO34
6281	FBXO36|130888	130888	FBXO36
6282	FBXO38|81545	81545	FBXO38
6283	FBXO39|162517	162517	FBXO39
6284	FBXO3|26273	26273	FBXO3
6285	FBXO40|51725	51725	FBXO40
6286	FBXO41|150726	150726	FBXO41
6287	FBXO42|54455	54455	FBXO42
6288	FBXO43|286151	286151	FBXO43
6289	FBXO44|93611	93611	FBXO44
6290	FBXO45|200933	200933	FBXO45
6291	FBXO46|23403	23403	FBXO46
6292	FBXO47|494188	494188	FBXO47
6293	FBXO48|554251	554251	FBXO48
6294	FBXO4|26272	26272	FBXO4
6295	FBXO5|26271	26271	FBXO5
6296	FBXO6|26270	26270	FBXO6
6297	FBXO7|25793	25793	FBXO7
6298	FBXO8|26269	26269	FBXO8
6299	FBXO9|26268	26268	FBXO9
6300	FBXW10|10517	10517	FBXW10
6301	FBXW11|23291	23291	FBXW11
6302	FBXW12|285231	285231	FBXW12
6303	FBXW2|26190	26190	FBXW2
6304	FBXW4|6468	6468	FBXW4
6305	FBXW5|54461	54461	FBXW5
6306	FBXW7|55294	55294	FBXW7
6307	FBXW8|26259	26259	FBXW8
6308	FBXW9|84261	84261	FBXW9
6309	FCAMR|83953	83953	FCAMR
6310	FCAR|2204	2204	FCAR
6311	FCER1A|2205	2205	FCER1A
6312	FCER1G|2207	2207	FCER1G
6313	FCER2|2208	2208	FCER2
6314	FCF1|51077	51077	FCF1
6315	FCGBP|8857	8857	FCGBP
6316	FCGR1A|2209	2209	FCGR1A
6317	FCGR1B|2210	2210	FCGR1B
6318	FCGR1C|100132417	100132417	FCGR1C
6319	FCGR2A|2212	2212	FCGR2A
6320	FCGR2B|2213	2213	FCGR2B
6321	FCGR2C|9103	9103	FCGR2C
6322	FCGR3A|2214	2214	FCGR3A
6323	FCGR3B|2215	2215	FCGR3B
6324	FCGRT|2217	2217	FCGRT
6325	FCHO1|23149	23149	FCHO1
6326	FCHO2|115548	115548	FCHO2
6327	FCHSD1|89848	89848	FCHSD1
6328	FCHSD2|9873	9873	FCHSD2
6329	FCN1|2219	2219	FCN1
6330	FCN2|2220	2220	FCN2
6331	FCN3|8547	8547	FCN3
6332	FCRL1|115350	115350	FCRL1
6333	FCRL2|79368	79368	FCRL2
6334	FCRL3|115352	115352	FCRL3
6335	FCRL4|83417	83417	FCRL4
6336	FCRL5|83416	83416	FCRL5
6337	FCRL6|343413	343413	FCRL6
6338	FCRLA|84824	84824	FCRLA
6339	FCRLB|127943	127943	FCRLB
6340	FDFT1|2222	2222	FDFT1
6341	FDPSL2A|619190	619190	FDPSL2A
6342	FDPS|2224	2224	FDPS
6343	FDX1L|112812	112812	FDX1L
6344	FDX1|2230	2230	FDX1
6345	FDXACB1|91893	91893	FDXACB1
6346	FDXR|2232	2232	FDXR
6347	FECH|2235	2235	FECH
6348	FEM1A|55527	55527	FEM1A
6349	FEM1B|10116	10116	FEM1B
6350	FEM1C|56929	56929	FEM1C
6351	FEN1|2237	2237	FEN1
6352	FER1L4|80307	80307	FER1L4
6353	FER1L5|90342	90342	FER1L5
6354	FER1L6|654463	654463	FER1L6
6355	FERD3L|222894	222894	FERD3L
6356	FERMT1|55612	55612	FERMT1
6357	FERMT2|10979	10979	FERMT2
6358	FERMT3|83706	83706	FERMT3
6359	FER|2241	2241	FER
6360	FES|2242	2242	FES
6361	FETUB|26998	26998	FETUB
6362	FEV|54738	54738	FEV
6363	FEZ1|9638	9638	FEZ1
6364	FEZ2|9637	9637	FEZ2
6365	FEZF1|389549	389549	FEZF1
6366	FEZF2|55079	55079	FEZF2
6367	FFAR1|2864	2864	FFAR1
6368	FFAR2|2867	2867	FFAR2
6369	FFAR3|2865	2865	FFAR3
6370	FGA|2243	2243	FGA
6371	FGB|2244	2244	FGB
6372	FGD1|2245	2245	FGD1
6373	FGD2|221472	221472	FGD2
6374	FGD3|89846	89846	FGD3
6375	FGD4|121512	121512	FGD4
6376	FGD5|152273	152273	FGD5
6377	FGD6|55785	55785	FGD6
6378	FGF10|2255	2255	FGF10
6379	FGF11|2256	2256	FGF11
6380	FGF12|2257	2257	FGF12
6381	FGF13|2258	2258	FGF13
6382	FGF14|2259	2259	FGF14
6383	FGF16|8823	8823	FGF16
6384	FGF17|8822	8822	FGF17
6385	FGF18|8817	8817	FGF18
6386	FGF19|9965	9965	FGF19
6387	FGF1|2246	2246	FGF1
6388	FGF20|26281	26281	FGF20
6389	FGF21|26291	26291	FGF21
6390	FGF22|27006	27006	FGF22
6391	FGF23|8074	8074	FGF23
6392	FGF2|2247	2247	FGF2
6393	FGF3|2248	2248	FGF3
6394	FGF4|2249	2249	FGF4
6395	FGF5|2250	2250	FGF5
6396	FGF6|2251	2251	FGF6
6397	FGF7|2252	2252	FGF7
6398	FGF8|2253	2253	FGF8
6399	FGF9|2254	2254	FGF9
6400	FGFBP1|9982	9982	FGFBP1
6401	FGFBP2|83888	83888	FGFBP2
6402	FGFBP3|143282	143282	FGFBP3
6403	FGFR1OP2|26127	26127	FGFR1OP2
6404	FGFR1OP|11116	11116	FGFR1OP
6405	FGFR1|2260	2260	FGFR1
6406	FGFR2|2263	2263	FGFR2
6407	FGFR3|2261	2261	FGFR3
6408	FGFR4|2264	2264	FGFR4
6409	FGFRL1|53834	53834	FGFRL1
6410	FGGY|55277	55277	FGGY
6411	FGG|2266	2266	FGG
6412	FGL1|2267	2267	FGL1
6413	FGL2|10875	10875	FGL2
6414	FGR|2268	2268	FGR
6415	FHAD1|114827	114827	FHAD1
6416	FHDC1|85462	85462	FHDC1
6417	FHIT|2272	2272	FHIT
6418	FHL1|2273	2273	FHL1
6419	FHL2|2274	2274	FHL2
6420	FHL3|2275	2275	FHL3
6421	FHL5|9457	9457	FHL5
6422	FHOD1|29109	29109	FHOD1
6423	FHOD3|80206	80206	FHOD3
6424	FH|2271	2271	FH
6425	FIBCD1|84929	84929	FIBCD1
6426	FIBIN|387758	387758	FIBIN
6427	FIBP|9158	9158	FIBP
6428	FICD|11153	11153	FICD
6429	FIG4|9896	9896	FIG4
6430	FIGF|2277	2277	FIGF
6431	FIGLA|344018	344018	FIGLA
6432	FIGNL1|63979	63979	FIGNL1
6433	FIGNL2|401720	401720	FIGNL2
6434	FIGN|55137	55137	FIGN
6435	FILIP1L|11259	11259	FILIP1L
6436	FILIP1|27145	27145	FILIP1
6437	FIP1L1|81608	81608	FIP1L1
6438	FIS1|51024	51024	FIS1
6439	FITM1|161247	161247	FITM1
6440	FITM2|128486	128486	FITM2
6441	FIZ1|84922	84922	FIZ1
6442	FJX1|24147	24147	FJX1
6443	FKBP10|60681	60681	FKBP10
6444	FKBP11|51303	51303	FKBP11
6445	FKBP14|55033	55033	FKBP14
6446	FKBP15|23307	23307	FKBP15
6447	FKBP1AP1|2282	2282	FKBP1AP1
6448	FKBP1A|2280	2280	FKBP1A
6449	FKBP1B|2281	2281	FKBP1B
6450	FKBP2|2286	2286	FKBP2
6451	FKBP3|2287	2287	FKBP3
6452	FKBP4|2288	2288	FKBP4
6453	FKBP5|2289	2289	FKBP5
6454	FKBP6|8468	8468	FKBP6
6455	FKBP7|51661	51661	FKBP7
6456	FKBP8|23770	23770	FKBP8
6457	FKBP9L|360132	360132	FKBP9L
6458	FKBP9|11328	11328	FKBP9
6459	FKBPL|63943	63943	FKBPL
6460	FKRP|79147	79147	FKRP
6461	FKSG29|100131561	100131561	FKSG29
6462	FKSG73|440888	440888	FKSG73
6463	FKSG83|83954	83954	FKSG83
6464	FKTN|2218	2218	FKTN
6465	FLAD1|80308	80308	FLAD1
6466	FLCN|201163	201163	FLCN
6467	FLG2|388698	388698	FLG2
6468	FLG|2312	2312	FLG
6469	FLI1|2313	2313	FLI1
6470	FLII|2314	2314	FLII
6471	FLJ10038|55056	55056	FLJ10038
6472	FLJ10213|55096	55096	FLJ10213
6473	FLJ10357|55701	55701	FLJ10357
6474	FLJ10661|286042	286042	FLJ10661
6475	FLJ11235|54508	54508	FLJ11235
6476	FLJ12825|440101	440101	FLJ12825
6477	FLJ13197|79667	79667	FLJ13197
6478	FLJ13224|79857	79857	FLJ13224
6479	FLJ14107|80094	80094	FLJ14107
6480	FLJ16779|100192386	100192386	FLJ16779
6481	FLJ22536|401237	401237	FLJ22536
6482	FLJ23867|200058	200058	FLJ23867
6483	FLJ25328|148231	148231	FLJ25328
6484	FLJ25363|401082	401082	FLJ25363
6485	FLJ25758|497049	497049	FLJ25758
6486	FLJ26850|400710	400710	FLJ26850
6487	FLJ30679|146512	146512	FLJ30679
6488	FLJ32063|150538	150538	FLJ32063
6489	FLJ33360|401172	401172	FLJ33360
6490	FLJ33630|644873	644873	FLJ33630
6491	FLJ34503|285759	285759	FLJ34503
6492	FLJ35024|401491	401491	FLJ35024
6493	FLJ35220|284131	284131	FLJ35220
6494	FLJ35390|255031	255031	FLJ35390
6495	FLJ35776|649446	649446	FLJ35776
6496	FLJ36000|284124	284124	FLJ36000
6497	FLJ36031|168455	168455	FLJ36031
6498	FLJ36777|730971	730971	FLJ36777
6499	FLJ37201|283011	283011	FLJ37201
6500	FLJ37307|283521	283521	FLJ37307
6501	FLJ37453|729614	729614	FLJ37453
6502	FLJ37543|285668	285668	FLJ37543
6503	FLJ39582|439931	439931	FLJ39582
6504	FLJ39609|100130417	100130417	FLJ39609
6505	FLJ39653|202020	202020	FLJ39653
6506	FLJ39739|388685	388685	FLJ39739
6507	FLJ40292|643210	643210	FLJ40292
6508	FLJ40330|645784	645784	FLJ40330
6509	FLJ40434|163742	163742	FLJ40434
6510	FLJ40504|284085	284085	FLJ40504
6511	FLJ40852|285962	285962	FLJ40852
6512	FLJ41941|100192420	100192420	FLJ41941
6513	FLJ42289|388182	388182	FLJ42289
6514	FLJ42393|401105	401105	FLJ42393
6515	FLJ42627|645644	645644	FLJ42627
6516	FLJ42709|441094	441094	FLJ42709
6517	FLJ42875|440556	440556	FLJ42875
6518	FLJ43390|646113	646113	FLJ43390
6519	FLJ43663|378805	378805	FLJ43663
6520	FLJ43859|389761	389761	FLJ43859
6521	FLJ43860|389690	389690	FLJ43860
6522	FLJ43950|347127	347127	FLJ43950
6523	FLJ44054|643365	643365	FLJ44054
6524	FLJ44082|389762	389762	FLJ44082
6525	FLJ44606|401207	401207	FLJ44606
6526	FLJ44635|392490	392490	FLJ44635
6527	FLJ45079|400624	400624	FLJ45079
6528	FLJ45244|400242	400242	FLJ45244
6529	FLJ45340|402483	402483	FLJ45340
6530	FLJ45445|399844	399844	FLJ45445
6531	FLJ45983|399717	399717	FLJ45983
6532	FLJ46111|283102	283102	FLJ46111
6533	FLJ46321|389763	389763	FLJ46321
6534	FLJ46361|375940	375940	FLJ46361
6535	FLJ90757|440465	440465	FLJ90757
6536	FLNA|2316	2316	FLNA
6537	FLNB|2317	2317	FLNB
6538	FLNC|2318	2318	FLNC
6539	FLOT1|10211	10211	FLOT1
6540	FLOT2|2319	2319	FLOT2
6541	FLRT1|23769	23769	FLRT1
6542	FLRT2|23768	23768	FLRT2
6543	FLRT3|23767	23767	FLRT3
6544	FLT1|2321	2321	FLT1
6545	FLT3LG|2323	2323	FLT3LG
6546	FLT3|2322	2322	FLT3
6547	FLT4|2324	2324	FLT4
6548	FLVCR1|28982	28982	FLVCR1
6549	FLVCR2|55640	55640	FLVCR2
6550	FLYWCH1|84256	84256	FLYWCH1
6551	FLYWCH2|114984	114984	FLYWCH2
6552	FMN1|342184	342184	FMN1
6553	FMN2|56776	56776	FMN2
6554	FMNL1|752	752	FMNL1
6555	FMNL2|114793	114793	FMNL2
6556	FMNL3|91010	91010	FMNL3
6557	FMO1|2326	2326	FMO1
6558	FMO2|2327	2327	FMO2
6559	FMO3|2328	2328	FMO3
6560	FMO4|2329	2329	FMO4
6561	FMO5|2330	2330	FMO5
6562	FMO6P|388714	388714	FMO6P
6563	FMO9P|116123	116123	FMO9P
6564	FMOD|2331	2331	FMOD
6565	FMR1NB|158521	158521	FMR1NB
6566	FMR1|2332	2332	FMR1
6567	FN1|2335	2335	FN1
6568	FN3KRP|79672	79672	FN3KRP
6569	FN3K|64122	64122	FN3K
6570	FNBP1L|54874	54874	FNBP1L
6571	FNBP1|23048	23048	FNBP1
6572	FNBP4|23360	23360	FNBP4
6573	FNDC1|84624	84624	FNDC1
6574	FNDC3A|22862	22862	FNDC3A
6575	FNDC3B|64778	64778	FNDC3B
6576	FNDC4|64838	64838	FNDC4
6577	FNDC5|252995	252995	FNDC5
6578	FNDC7|163479	163479	FNDC7
6579	FNDC8|54752	54752	FNDC8
6580	FNIP1|96459	96459	FNIP1
6581	FNIP2|57600	57600	FNIP2
6582	FNTA|2339	2339	FNTA
6583	FNTB|2342	2342	FNTB
6584	FOLH1B|219595	219595	FOLH1B
6585	FOLH1|2346	2346	FOLH1
6586	FOLR1|2348	2348	FOLR1
6587	FOLR2|2350	2350	FOLR2
6588	FOLR3|2352	2352	FOLR3
6589	FOLR4|390243	390243	FOLR4
6590	FOSB|2354	2354	FOSB
6591	FOSL1|8061	8061	FOSL1
6592	FOSL2|2355	2355	FOSL2
6593	FOS|2353	2353	FOS
6594	FOXA1|3169	3169	FOXA1
6595	FOXA2|3170	3170	FOXA2
6596	FOXA3|3171	3171	FOXA3
6597	FOXB1|27023	27023	FOXB1
6598	FOXB2|442425	442425	FOXB2
6599	FOXC1|2296	2296	FOXC1
6600	FOXC2|2303	2303	FOXC2
6601	FOXD1|2297	2297	FOXD1
6602	FOXD2|2306	2306	FOXD2
6603	FOXD3|27022	27022	FOXD3
6604	FOXD4L1|200350	200350	FOXD4L1
6605	FOXD4L2|100036519	100036519	FOXD4L2
6606	FOXD4L3|286380	286380	FOXD4L3
6607	FOXD4L5|653427	653427	FOXD4L5
6608	FOXD4L6|653404	653404	FOXD4L6
6609	FOXD4|2298	2298	FOXD4
6610	FOXE1|2304	2304	FOXE1
6611	FOXE3|2301	2301	FOXE3
6612	FOXF1|2294	2294	FOXF1
6613	FOXF2|2295	2295	FOXF2
6614	FOXG1|2290	2290	FOXG1
6615	FOXH1|8928	8928	FOXH1
6616	FOXI1|2299	2299	FOXI1
6617	FOXI2|399823	399823	FOXI2
6618	FOXI3|344167	344167	FOXI3
6619	FOXJ1|2302	2302	FOXJ1
6620	FOXJ2|55810	55810	FOXJ2
6621	FOXJ3|22887	22887	FOXJ3
6622	FOXK1|221937	221937	FOXK1
6623	FOXK2|3607	3607	FOXK2
6624	FOXL1|2300	2300	FOXL1
6625	FOXL2|668	668	FOXL2
6626	FOXM1|2305	2305	FOXM1
6627	FOXN1|8456	8456	FOXN1
6628	FOXN2|3344	3344	FOXN2
6629	FOXN3|1112	1112	FOXN3
6630	FOXN4|121643	121643	FOXN4
6631	FOXO1|2308	2308	FOXO1
6632	FOXO3B|2310	2310	FOXO3B
6633	FOXO3|2309	2309	FOXO3
6634	FOXO4|4303	4303	FOXO4
6635	FOXP1|27086	27086	FOXP1
6636	FOXP2|93986	93986	FOXP2
6637	FOXP3|50943	50943	FOXP3
6638	FOXP4|116113	116113	FOXP4
6639	FOXQ1|94234	94234	FOXQ1
6640	FOXR1|283150	283150	FOXR1
6641	FOXR2|139628	139628	FOXR2
6642	FOXRED1|55572	55572	FOXRED1
6643	FOXRED2|80020	80020	FOXRED2
6644	FOXS1|2307	2307	FOXS1
6645	FPGS|2356	2356	FPGS
6646	FPGT|8790	8790	FPGT
6647	FPR1|2357	2357	FPR1
6648	FPR2|2358	2358	FPR2
6649	FPR3|2359	2359	FPR3
6650	FRAS1|80144	80144	FRAS1
6651	FRAT1|10023	10023	FRAT1
6652	FRAT2|23401	23401	FRAT2
6653	FREM1|158326	158326	FREM1
6654	FREM2|341640	341640	FREM2
6655	FRG1B|284802	284802	FRG1B
6656	FRG1|2483	2483	FRG1
6657	FRG2B|441581	441581	FRG2B
6658	FRG2C|100288801	100288801	FRG2C
6659	FRG2|448831	448831	FRG2
6660	FRK|2444	2444	FRK
6661	FRMD1|79981	79981	FRMD1
6662	FRMD3|257019	257019	FRMD3
6663	FRMD4A|55691	55691	FRMD4A
6664	FRMD4B|23150	23150	FRMD4B
6665	FRMD5|84978	84978	FRMD5
6666	FRMD6|122786	122786	FRMD6
6667	FRMD7|90167	90167	FRMD7
6668	FRMD8|83786	83786	FRMD8
6669	FRMPD1|22844	22844	FRMPD1
6670	FRMPD2L1|728798	728798	FRMPD2L1
6671	FRMPD2|143162	143162	FRMPD2
6672	FRMPD4|9758	9758	FRMPD4
6673	FRRS1|391059	391059	FRRS1
6674	FRS2|10818	10818	FRS2
6675	FRS3|10817	10817	FRS3
6676	FRYL|285527	285527	FRYL
6677	FRY|10129	10129	FRY
6678	FRZB|2487	2487	FRZB
6679	FSCB|84075	84075	FSCB
6680	FSCN1|6624	6624	FSCN1
6681	FSCN2|25794	25794	FSCN2
6682	FSCN3|29999	29999	FSCN3
6683	FSD1L|83856	83856	FSD1L
6684	FSD1|79187	79187	FSD1
6685	FSD2|123722	123722	FSD2
6686	FSHB|2488	2488	FSHB
6687	FSHR|2492	2492	FSHR
6688	FSIP1|161835	161835	FSIP1
6689	FSTL1|11167	11167	FSTL1
6690	FSTL3|10272	10272	FSTL3
6691	FSTL4|23105	23105	FSTL4
6692	FSTL5|56884	56884	FSTL5
6693	FST|10468	10468	FST
6694	FTCD|10841	10841	FTCD
6695	FTH1|2495	2495	FTH1
6696	FTHL17|53940	53940	FTHL17
6697	FTHL3|2498	2498	FTHL3
6698	FTLP10|100130017	100130017	FTLP10
6699	FTL|2512	2512	FTL
6700	FTMT|94033	94033	FTMT
6701	FTO|79068	79068	FTO
6702	FTSJ1|24140	24140	FTSJ1
6703	FTSJ2|29960	29960	FTSJ2
6704	FTSJ3|117246	117246	FTSJ3
6705	FTSJD1|55783	55783	FTSJD1
6706	FTSJD2|23070	23070	FTSJD2
6707	FUBP1|8880	8880	FUBP1
6708	FUBP3|8939	8939	FUBP3
6709	FUCA1|2517	2517	FUCA1
6710	FUCA2|2519	2519	FUCA2
6711	FUK|197258	197258	FUK
6712	FUNDC1|139341	139341	FUNDC1
6713	FUNDC2P2|388965	388965	FUNDC2P2
6714	FUNDC2|65991	65991	FUNDC2
6715	FURIN|5045	5045	FURIN
6716	FUS|2521	2521	FUS
6717	FUT10|84750	84750	FUT10
6718	FUT11|170384	170384	FUT11
6719	FUT1|2523	2523	FUT1
6720	FUT2|2524	2524	FUT2
